,Host Since,Country,Latitude,Longitude,Accommodates,Bathrooms,Bedrooms,Beds,Price,Cleaning Fee,Guests Included,Extra People,Minimum Nights,Maximum Nights,Number of Reviews,Entire home/apt,Private room,Shared room,Airbed,Couch,Futon,Pull-out Sofa,Real Bed,Day,Month
260660,2013-06-01,Austria,48.21071280078957,16.37577598443317,3.0,1.0,1.0,3.0,59.0,0.0,2.0,30.0,3.0,1125.0,27.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,6
260661,2014-11-17,Austria,48.21273533327171,16.374220536392073,4.0,1.0,1.0,2.0,70.0,0.0,1.0,25.0,2.0,1125.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,11
260662,2015-05-12,Austria,48.20905691500499,16.37335786190354,2.0,1.0,1.0,1.0,25.0,0.0,1.0,0.0,1.0,25.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,5
260663,2013-04-28,Austria,48.215770435810725,16.36862242312142,2.0,1.0,1.0,1.0,83.0,45.0,1.0,0.0,4.0,1125.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6,4
260664,2014-12-26,Austria,48.20421398643989,16.37210308367936,2.0,2.0,1.0,1.0,48.0,15.0,1.0,0.0,1.0,14.0,118.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4,12
260665,2011-07-07,Austria,48.2071157970184,16.376072348447828,4.0,1.0,1.0,1.0,120.0,30.0,2.0,20.0,3.0,6.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,7
260666,2011-11-27,Austria,48.213215689184985,16.362529334243774,6.0,1.5,2.0,3.0,199.0,59.0,4.0,15.0,2.0,1125.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6,11
260667,2014-11-12,Austria,48.21229568986495,16.36888932709851,6.0,1.0,2.0,2.0,170.0,30.0,4.0,25.0,2.0,1125.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,11
260668,2011-06-10,Austria,48.21481377610598,16.370208877926874,7.0,2.0,2.0,3.0,224.0,80.0,5.0,15.0,3.0,60.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,6
260669,2012-11-09,Austria,48.210809085613,16.3693835409532,4.0,1.0,1.0,1.0,130.0,0.0,1.0,0.0,2.0,1125.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,11
260800,2013-06-27,Austria,48.230908688400405,16.352938477788687,6.0,1.0,1.0,1.0,92.0,30.0,2.0,10.0,2.0,1890.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,6
260801,2012-05-02,Austria,48.2244679058574,16.3658674711705,5.0,1.0,2.0,2.0,95.0,45.0,4.0,10.0,3.0,120.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,5
260802,2016-04-30,Austria,48.227895340317225,16.355460028142335,3.0,1.0,1.0,2.0,30.0,0.0,1.0,5.0,7.0,1125.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5,4
260803,2015-05-23,Austria,48.21917507658012,16.353138614549565,4.0,1.5,2.0,4.0,80.0,50.0,1.0,5.0,28.0,183.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,5
260804,2014-06-08,Austria,48.2269667114404,16.360087212271697,2.0,1.0,1.0,1.0,27.0,10.0,1.0,15.0,1.0,60.0,75.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6,6
260807,2014-07-26,Austria,48.220850431470296,16.35872177474187,4.0,1.0,2.0,4.0,129.0,70.0,2.0,39.0,3.0,1125.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,7
260808,2013-03-14,Austria,48.1918107510328,16.300046760774556,2.0,1.0,1.0,2.0,50.0,20.0,1.0,0.0,1.0,1125.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,3
260810,2012-03-16,Austria,48.195849281907385,16.309843127303637,2.0,1.0,1.0,1.0,33.0,10.0,1.0,17.0,2.0,20.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4,3
260811,2015-07-12,Austria,48.19427490775121,16.346960926156004,2.0,1.0,1.0,1.0,27.0,10.0,1.0,15.0,2.0,1125.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6,7
260812,2016-12-10,Austria,48.19485867791735,16.351605110838573,2.0,1.0,1.0,2.0,20.0,0.0,1.0,10.0,5.0,19.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5,12
260813,2012-03-06,Austria,48.19729165334903,16.356459602011316,2.0,1.0,1.0,2.0,50.0,50.0,1.0,10.0,3.0,1125.0,71.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,3
260814,2014-09-30,Austria,48.190166238802405,16.33831265773938,4.0,1.0,1.0,2.0,45.0,0.0,2.0,20.0,3.0,1125.0,33.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,9
260815,2016-06-18,Austria,48.189502063642834,16.34535344444909,2.0,1.0,0.0,1.0,38.0,0.0,1.0,0.0,1.0,1125.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,6
260816,2015-12-07,Austria,48.19431882423135,16.341840701449094,8.0,1.0,2.0,4.0,69.0,35.0,2.0,19.0,2.0,1125.0,97.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,12
