,Host Since,Country,Latitude,Longitude,Accommodates,Bathrooms,Bedrooms,Beds,Price,Cleaning Fee,Guests Included,Extra People,Minimum Nights,Maximum Nights,Number of Reviews,Entire home/apt,Private room,Shared room,Airbed,Couch,Futon,Pull-out Sofa,Real Bed,Day,Month
319698,2013-09-07,Hong Kong,22.324873082176037,114.165974267649,2.0,1.0,0.0,1.0,403.0,0.0,1.0,0.0,14.0,170.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,9
319699,2015-03-27,Hong Kong,22.31947216629537,114.17180927989033,4.0,1.0,1.0,4.0,458.0,0.0,1.0,0.0,1.0,1125.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4,3
319700,2012-10-10,Hong Kong,22.300746931089236,114.17518912372392,2.0,1.0,1.0,1.0,427.0,165.0,2.0,100.0,1.0,1125.0,29.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,10
319702,2014-08-30,Hong Kong,22.32212883620687,114.16968654477245,6.0,1.0,2.0,2.0,783.0,300.0,5.0,200.0,3.0,360.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,8
319704,2014-09-01,Hong Kong,22.284210021304656,114.14712036230468,4.0,1.0,2.0,2.0,783.0,0.0,1.0,0.0,2.0,19.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,9
319705,2014-01-17,Hong Kong,22.2815062325786,114.12882465298571,2.0,1.0,1.0,1.0,675.0,300.0,1.0,150.0,28.0,1125.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,1
319706,2013-02-08,Hong Kong,22.28195750963175,114.15137232100864,4.0,1.0,1.0,1.0,900.0,200.0,2.0,40.0,2.0,30.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,2
319712,2011-11-26,Hong Kong,22.28382203808877,114.19262382232866,4.0,1.0,0.0,1.0,969.0,233.0,2.0,155.0,3.0,365.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,11
319713,2015-01-19,Hong Kong,22.292586026128006,114.2047578457727,2.0,1.0,1.0,1.0,318.0,60.0,1.0,0.0,1.0,1125.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1
319714,2015-10-13,Hong Kong,22.38326787233905,114.18736000646628,3.0,1.0,1.0,3.0,264.0,0.0,1.0,0.0,1.0,1125.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,10
319715,2011-06-24,Hong Kong,22.37227618392486,114.1959024565554,1.0,1.5,1.0,2.0,776.0,78.0,1.0,155.0,1.0,1125.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4,6
319716,2013-12-30,Hong Kong,22.36762441240312,114.167261969553,1.0,1.0,1.0,1.0,256.0,150.0,0.0,0.0,2.0,14.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,12
