,Host Since,Country,Latitude,Longitude,Accommodates,Bathrooms,Bedrooms,Beds,Price,Cleaning Fee,Guests Included,Extra People,Minimum Nights,Maximum Nights,Number of Reviews,Entire home/apt,Private room,Shared room,Airbed,Couch,Futon,Pull-out Sofa,Real Bed,Day,Month
10777,2014-09-25,Italy,41.91114067314084,12.453889869955884,4.0,1.0,2.0,2.0,99.0,30.0,2.0,10.0,3.0,1125.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,9
10778,2015-10-23,Italy,41.908107264725146,12.453735429280542,4.0,1.0,1.0,2.0,34.0,0.0,1.0,0.0,2.0,1125.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4,10
10779,2015-06-03,Italy,41.88730014272381,12.505245832084944,8.0,2.0,2.0,2.0,190.0,40.0,4.0,20.0,3.0,1125.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,6
10781,2012-09-28,Italy,41.9130286168957,12.452103465442695,7.0,2.0,3.0,5.0,135.0,0.0,1.0,35.0,2.0,1125.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,9
10782,2014-01-28,Italy,41.88945490171849,12.5024675900889,2.0,1.0,1.0,2.0,47.0,0.0,1.0,0.0,3.0,1125.0,25.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1
10783,2015-03-16,Italy,41.89491082431189,12.486858473050548,4.0,1.0,1.0,2.0,85.0,0.0,2.0,10.0,3.0,15.0,54.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,3
10784,2014-11-03,Italy,41.88819639230442,12.46686281578666,2.0,1.0,1.0,1.0,59.0,40.0,1.0,0.0,3.0,1125.0,76.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,11
10785,2014-06-10,Italy,41.887368035115,12.509529049420673,8.0,2.0,3.0,4.0,172.0,100.0,4.0,20.0,3.0,1125.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,6
10786,2011-11-02,Italy,41.88786693412238,12.46773744769524,4.0,1.0,1.0,2.0,65.0,15.0,2.0,10.0,2.0,1125.0,34.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,11
10789,2013-09-10,Italy,41.89182670020762,12.47936268167872,2.0,1.0,0.0,1.0,119.0,0.0,1.0,0.0,2.0,1125.0,60.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,9
10790,2013-04-08,Italy,41.897971450495774,12.471582502001626,2.0,1.0,1.0,1.0,70.0,35.0,1.0,0.0,2.0,1125.0,98.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,4
10791,2013-03-07,Italy,41.90996009600581,12.447477997799432,6.0,2.0,2.0,6.0,90.0,60.0,5.0,10.0,1.0,30.0,35.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,3
10792,2015-12-09,Italy,41.89860525760741,12.461507143098649,5.0,1.0,2.0,3.0,123.0,0.0,4.0,10.0,3.0,20.0,27.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,12
10795,2012-11-19,Italy,41.908890377815865,12.455150886574286,2.0,1.0,1.0,2.0,56.0,0.0,1.0,20.0,1.0,1125.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,11
10796,2012-11-14,Italy,41.908290893787296,12.445540756016042,4.0,1.0,1.0,3.0,54.0,10.0,2.0,10.0,1.0,1125.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2,11
10798,2016-12-24,Italy,41.89639716806073,12.498293178913077,2.0,1.0,1.0,1.0,46.0,0.0,1.0,0.0,3.0,1125.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5,12
10799,2016-03-02,Italy,41.89824309237697,12.497231593667983,4.0,1.0,1.0,1.0,150.0,0.0,2.0,35.0,2.0,1125.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,3
10800,2013-11-19,Italy,41.88954882479008,12.46566000845561,2.0,1.0,1.0,1.0,75.0,35.0,1.0,10.0,2.0,1125.0,49.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,11
10801,2012-11-11,Italy,41.893180277381695,12.471178037977214,2.0,1.0,1.0,2.0,90.0,35.0,2.0,0.0,3.0,90.0,182.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6,11
10802,2016-11-30,Italy,41.887929465368224,12.498585005437368,4.0,2.0,2.0,2.0,112.0,30.0,2.0,20.0,2.0,1125.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,11
10803,2014-04-24,Italy,41.89073107394981,12.49876620670111,6.0,1.0,0.0,3.0,90.0,40.0,3.0,20.0,3.0,1125.0,47.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,4
10804,2016-07-19,Italy,41.90624963518508,12.444549379770722,2.0,1.0,1.0,1.0,45.0,15.0,1.0,0.0,2.0,1125.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,7
10805,2011-07-30,Italy,41.88374657165628,12.499765862092715,6.0,2.0,3.0,4.0,110.0,70.0,2.0,15.0,2.0,1125.0,151.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,7
