,accommodates,bedrooms,bathrooms,minstay,latitude,longitude,Entire home/apt,Private room,Shared room,price
1468,2,0.0,1.0,0.0,37.5511,126.913272,1.0,0.0,0.0,40
1469,4,1.0,1.0,2.0,37.555246,126.970192,1.0,0.0,0.0,31
1476,3,1.0,1.0,1.0,37.531028,126.920317,1.0,0.0,0.0,57
1477,3,1.0,1.0,7.0,37.551523,127.008134,0.0,1.0,0.0,25
1479,4,0.0,1.0,2.0,37.518352,127.022182,1.0,0.0,0.0,65
1481,6,2.0,1.0,0.0,37.573717,126.973839,1.0,0.0,0.0,110
1483,3,1.0,0.0,2.0,37.51855,127.023285,0.0,0.0,1.0,81
1485,10,3.0,2.0,2.0,37.554493,126.970316,1.0,0.0,0.0,108
1487,3,1.0,1.0,1.0,37.566517,127.02231,1.0,0.0,0.0,50
1488,1,1.0,1.0,1.0,37.557895,126.981206,0.0,1.0,0.0,28
1489,2,1.0,1.0,1.0,37.55777,126.981852,0.0,1.0,0.0,35
1493,7,3.0,1.0,0.0,37.502886,127.027589,1.0,0.0,0.0,150
1494,2,1.0,1.0,1.0,37.545322,126.974294,0.0,1.0,0.0,35
1498,6,1.0,0.0,1.0,37.576887,127.038334,0.0,0.0,1.0,20
1501,6,3.0,1.0,1.0,37.53441,127.000713,1.0,0.0,0.0,150
1503,2,0.0,1.0,4.0,37.515444,127.063775,1.0,0.0,0.0,46
1504,8,3.0,2.0,3.0,37.510243,127.039557,1.0,0.0,0.0,139
1505,4,0.0,1.0,2.0,37.556834,126.921706,1.0,0.0,0.0,65
1507,3,1.0,2.0,3.0,37.542588,127.001277,0.0,1.0,0.0,28
1508,2,1.0,1.0,1.0,37.499774,127.039206,1.0,0.0,0.0,27
1510,5,0.0,1.0,1.0,37.510457,127.056664,1.0,0.0,0.0,57
1511,1,1.0,1.0,4.0,37.481194,126.95189,1.0,0.0,0.0,45
1512,6,2.0,1.0,2.0,37.572346,126.972201,1.0,0.0,0.0,69
1514,5,1.0,1.0,2.0,37.516989,127.019888,1.0,0.0,0.0,100
1520,4,1.0,2.0,1.0,37.553085,126.926704,0.0,0.0,1.0,22
1521,6,2.0,1.0,2.0,37.550198,126.953118,1.0,0.0,0.0,67
1524,3,1.0,2.0,2.0,37.504033,126.857145,0.0,1.0,0.0,35
1531,3,0.0,1.0,3.0,37.518066,127.021125,1.0,0.0,0.0,72
1532,2,0.0,1.0,7.0,37.533321,126.970186,1.0,0.0,0.0,43
1533,8,3.0,2.0,1.0,37.540782,126.970128,1.0,0.0,0.0,232
1534,2,1.0,1.0,1.0,37.537804,126.968073,1.0,0.0,0.0,36
1537,1,1.0,2.0,2.0,37.506061,127.096245,0.0,1.0,0.0,30
1540,3,1.0,1.0,1.0,37.559219,126.9283,1.0,0.0,0.0,48
1542,2,0.0,1.0,1.0,37.607554,126.96663,1.0,0.0,0.0,70
1543,3,1.0,1.0,2.0,37.546751,127.123899,0.0,1.0,0.0,37
1545,4,1.0,1.0,1.0,37.577756,127.036761,0.0,0.0,1.0,20
1547,2,1.0,1.0,1.0,37.57642,127.034936,0.0,1.0,0.0,45
1548,5,2.0,1.0,2.0,37.509135,127.04473,1.0,0.0,0.0,206
1552,2,1.0,1.0,1.0,37.554264,126.926166,0.0,1.0,0.0,61
1553,2,1.0,1.0,2.0,37.541983,126.966909,0.0,1.0,0.0,60
1554,2,1.0,1.0,2.0,37.542261,126.964569,0.0,1.0,0.0,78
1555,6,2.0,1.0,1.0,37.555853,126.969542,1.0,0.0,0.0,72
1556,6,2.0,1.0,2.0,37.507885,127.043489,1.0,0.0,0.0,200
1557,4,2.0,1.0,2.0,37.555255,126.969374,1.0,0.0,0.0,80
1558,2,1.0,2.0,2.0,37.539707,126.992086,0.0,1.0,0.0,45
1560,5,2.0,1.0,2.0,37.507386,127.044439,1.0,0.0,0.0,200
1563,4,0.0,1.0,1.0,37.562584,126.993787,1.0,0.0,0.0,60
1564,2,1.0,1.0,1.0,37.478692,126.952159,0.0,1.0,0.0,37
1565,1,1.0,0.0,10.0,37.511858,126.95561,0.0,1.0,0.0,21
1566,2,1.0,0.0,20.0,37.511299,126.956035,0.0,0.0,1.0,30
1567,2,1.0,0.0,1.0,37.571062,127.012867,0.0,1.0,0.0,39
1568,4,1.0,1.0,1.0,37.536833,126.957891,0.0,0.0,1.0,12
1569,4,1.0,1.0,1.0,37.537792,126.956145,0.0,0.0,1.0,12
1571,4,1.0,1.0,1.0,37.575995,126.991663,0.0,1.0,0.0,102
1574,1,1.0,1.0,3.0,37.538964,126.991065,0.0,1.0,0.0,27
1575,1,1.0,1.0,3.0,37.54079,126.993077,0.0,1.0,0.0,24
1577,3,1.0,1.0,1.0,37.507041,127.097295,0.0,1.0,0.0,23
1578,1,1.0,1.0,1.0,37.476607,126.975051,0.0,1.0,0.0,31
1579,5,1.0,1.0,2.0,37.563031,126.992737,1.0,0.0,0.0,66
1580,5,0.0,1.0,1.0,37.536826,126.973143,1.0,0.0,0.0,57
1581,6,1.0,1.0,1.0,37.56947,126.989979,0.0,0.0,1.0,11
1583,6,3.0,1.0,2.0,37.513156,126.952414,1.0,0.0,0.0,65
1584,6,2.0,1.0,3.0,37.555318,126.968959,1.0,0.0,0.0,77
1585,7,3.0,2.0,0.0,37.555615,126.96816,1.0,0.0,0.0,160
1586,2,1.0,1.0,1.0,37.562352,126.978395,0.0,1.0,0.0,53
1587,2,1.0,1.0,1.0,37.567362,126.933004,0.0,1.0,0.0,40
1588,2,0.0,1.0,3.0,37.573556,126.973543,1.0,0.0,0.0,69
1589,1,1.0,1.0,1.0,37.566536,126.93369,0.0,1.0,0.0,31
1590,6,2.0,1.0,2.0,37.555079,126.970021,1.0,0.0,0.0,61
1592,2,1.0,1.0,1.0,37.533027,126.991118,0.0,1.0,0.0,28
1593,16,7.0,4.0,2.0,37.566847,126.92963,1.0,0.0,0.0,350
1594,2,1.0,1.0,2.0,37.558915,126.979135,1.0,0.0,0.0,45
1596,2,1.0,3.0,1.0,37.583867,126.983322,0.0,1.0,0.0,95
1597,4,1.0,0.0,2.0,37.559837,126.922346,0.0,1.0,0.0,39
1598,1,1.0,1.0,1.0,37.562216,126.92403,0.0,0.0,1.0,24
1599,4,1.0,1.0,1.0,37.533008,126.993103,0.0,0.0,1.0,15
1600,2,1.0,1.0,2.0,37.555462,126.971951,1.0,0.0,0.0,40
1601,4,1.0,1.0,1.0,37.534234,126.992413,0.0,0.0,1.0,15
1604,2,1.0,0.0,2.0,37.559484,126.921205,0.0,1.0,0.0,31
1605,3,1.0,1.0,2.0,37.572503,126.989385,1.0,0.0,0.0,60
1606,4,1.0,1.0,3.0,37.575361,126.98419,1.0,0.0,0.0,69
1608,4,1.0,1.0,3.0,37.558108,126.923463,1.0,0.0,0.0,65
1609,6,2.0,1.0,2.0,37.469658,126.904602,1.0,0.0,0.0,80
1611,1,1.0,0.0,1.0,37.55691,126.985511,0.0,1.0,0.0,30
1612,3,1.0,0.0,1.0,37.583038,126.984604,0.0,1.0,0.0,108
1614,6,1.0,1.0,1.0,37.561792,126.813949,0.0,0.0,1.0,18
1616,2,1.0,0.0,1.0,37.558629,126.984134,0.0,1.0,0.0,47
1617,4,1.0,1.0,1.0,37.558413,126.986259,0.0,1.0,0.0,113
1618,3,1.0,0.0,1.0,37.558559,126.985853,0.0,1.0,0.0,66
1619,4,1.0,0.0,1.0,37.558109,126.98557,0.0,1.0,0.0,74
1620,3,1.0,1.0,1.0,37.506291,127.022255,1.0,0.0,0.0,41
1621,7,3.0,1.0,2.0,37.559952,126.925512,1.0,0.0,0.0,109
1622,6,2.0,1.0,2.0,37.561095,126.991766,1.0,0.0,0.0,82
1623,2,1.0,1.0,1.0,37.508113,127.060583,1.0,0.0,0.0,70
1625,8,1.0,1.0,2.0,37.562097,127.002419,1.0,0.0,0.0,82
1626,3,1.0,1.0,1.0,37.558675,126.92746,1.0,0.0,0.0,47
1627,1,1.0,1.0,2.0,37.543374,127.018075,0.0,1.0,0.0,35
1628,6,1.0,1.0,2.0,37.562717,126.990542,1.0,0.0,0.0,70
1629,4,1.0,2.0,1.0,37.558965,126.923644,0.0,1.0,0.0,28
1630,6,2.0,1.0,1.0,37.581751,126.998494,1.0,0.0,0.0,89
1631,3,0.0,1.0,3.0,37.538864,126.945245,1.0,0.0,0.0,58
1632,6,3.0,2.0,6.0,37.539853,127.01001,1.0,0.0,0.0,258
1634,4,1.0,1.0,2.0,37.544301,126.951255,1.0,0.0,0.0,55
1636,2,1.0,1.0,1.0,37.552627,126.921423,1.0,0.0,0.0,53
1637,10,3.0,2.0,1.0,37.551922,126.928045,1.0,0.0,0.0,306
1639,8,2.0,2.0,2.0,37.553397,126.929311,1.0,0.0,0.0,104
1642,2,1.0,1.0,1.0,37.560535,126.812335,0.0,1.0,0.0,48
1644,3,1.0,1.0,1.0,37.49374,127.039671,0.0,1.0,0.0,32
1646,2,1.0,1.0,1.0,37.576204,126.990001,0.0,1.0,0.0,44
1647,6,1.0,1.0,1.0,37.600572,126.917989,1.0,0.0,0.0,56
1651,2,1.0,1.0,2.0,37.50622,127.059152,1.0,0.0,0.0,46
1652,6,2.0,2.0,2.0,37.557828,126.98227,1.0,0.0,0.0,97
1655,7,2.0,1.0,1.0,37.548854,126.954686,1.0,0.0,0.0,93
1656,1,1.0,1.0,1.0,37.563077,126.978925,0.0,1.0,0.0,35
1659,6,2.0,1.0,3.0,37.567717,127.002805,1.0,0.0,0.0,74
1662,2,1.0,1.0,1.0,37.569474,126.990183,0.0,0.0,1.0,43
1663,4,0.0,1.0,1.0,37.555074,126.971884,1.0,0.0,0.0,43
1664,7,1.0,1.0,4.0,37.554683,126.97042,1.0,0.0,0.0,78
1666,4,0.0,1.0,2.0,37.555266,126.971207,1.0,0.0,0.0,43
1668,3,1.0,1.0,2.0,37.483937,127.014004,1.0,0.0,0.0,39
1669,8,3.0,2.0,2.0,37.59073,127.002293,1.0,0.0,0.0,227
1670,5,0.0,1.0,3.0,37.561196,126.988233,1.0,0.0,0.0,80
1671,5,1.0,1.0,3.0,37.565489,127.002535,1.0,0.0,0.0,78
1672,4,0.0,1.0,1.0,37.511523,127.040217,1.0,0.0,0.0,69
1674,4,1.0,1.0,3.0,37.554479,126.967353,1.0,0.0,0.0,61
1675,6,5.0,2.0,5.0,37.484377,127.053277,1.0,0.0,0.0,205
1676,13,3.0,2.0,1.0,37.554804,126.969724,1.0,0.0,0.0,175
1679,6,2.0,1.0,2.0,37.563544,127.035091,1.0,0.0,0.0,77
1681,2,1.0,1.0,10.0,37.46509,126.937143,1.0,0.0,0.0,15
1683,2,1.0,1.0,1.0,37.660207,127.067657,0.0,1.0,0.0,31
1684,3,1.0,1.0,1.0,37.50563,127.060299,1.0,0.0,0.0,77
1686,4,0.0,1.0,0.0,37.574169,126.971363,1.0,0.0,0.0,90
1689,5,2.0,1.0,2.0,37.554941,126.969517,1.0,0.0,0.0,75
1690,4,2.0,1.0,2.0,37.56596,127.034584,1.0,0.0,0.0,67
1691,9,0.0,1.0,2.0,37.554043,126.970516,1.0,0.0,0.0,72
1692,1,1.0,1.0,1.0,37.574789,127.020168,0.0,1.0,0.0,11
1693,3,1.0,0.0,1.0,37.575072,127.018052,0.0,1.0,0.0,22
1694,5,1.0,1.0,2.0,37.574604,126.970071,1.0,0.0,0.0,89
1696,2,1.0,1.0,1.0,37.558873,126.944126,0.0,1.0,0.0,53
1698,2,1.0,1.0,0.0,37.524443,127.0443,1.0,0.0,0.0,46
1700,2,0.0,1.0,3.0,37.514879,127.029648,1.0,0.0,0.0,75
1702,2,1.0,1.0,1.0,37.563869,126.924021,0.0,0.0,1.0,61
1703,2,1.0,1.0,2.0,37.530517,127.003251,1.0,0.0,0.0,44
1705,3,1.0,1.0,0.0,37.570022,127.020927,1.0,0.0,0.0,52
1707,4,1.0,1.0,1.0,37.563477,126.922852,0.0,0.0,1.0,21
1708,2,1.0,1.0,3.0,37.531953,126.991168,1.0,0.0,0.0,45
1709,2,1.0,1.0,3.0,37.534153,126.990498,1.0,0.0,0.0,45
1710,2,1.0,1.0,3.0,37.532937,126.992339,1.0,0.0,0.0,52
1711,6,2.0,1.0,3.0,37.534106,126.992717,1.0,0.0,0.0,80
1712,10,3.0,1.0,2.0,37.531873,126.995935,1.0,0.0,0.0,80
1713,6,2.0,1.0,3.0,37.533667,126.992457,1.0,0.0,0.0,82
1715,5,3.0,1.0,1.0,37.539714,126.997209,1.0,0.0,0.0,131
1717,2,1.0,1.0,3.0,37.529342,126.85894,0.0,1.0,0.0,22
1718,2,1.0,0.0,1.0,37.549079,126.922131,0.0,0.0,1.0,22
1719,3,1.0,1.0,1.0,37.563129,126.990772,1.0,0.0,0.0,61
1720,2,1.0,0.0,1.0,37.548546,126.922318,0.0,0.0,1.0,43
1722,2,1.0,1.0,1.0,37.57027,126.815932,0.0,1.0,0.0,27
1723,5,0.0,1.0,3.0,37.566474,126.983844,1.0,0.0,0.0,67
1726,1,1.0,2.0,3.0,37.482885,127.017131,0.0,1.0,0.0,42
1727,2,1.0,1.0,1.0,37.562888,126.978512,0.0,1.0,0.0,48
1728,14,3.0,2.0,3.0,37.561591,126.922796,1.0,0.0,0.0,262
1729,5,1.0,1.0,1.0,37.561663,126.992365,1.0,0.0,0.0,59
1730,2,1.0,1.0,1.0,37.538423,127.077736,0.0,1.0,0.0,49
1731,3,1.0,1.0,2.0,37.572529,126.989634,1.0,0.0,0.0,60
1732,9,2.0,1.0,2.0,37.554771,126.970106,1.0,0.0,0.0,89
1733,2,1.0,1.0,2.0,37.559332,126.981578,1.0,0.0,0.0,48
1734,2,1.0,1.0,2.0,37.560927,126.984793,1.0,0.0,0.0,46
1736,3,1.0,2.0,2.0,37.634994,126.922643,0.0,1.0,0.0,22
1739,2,1.0,1.0,4.0,37.50332,127.022122,1.0,0.0,0.0,39
1740,2,1.0,1.0,4.0,37.503326,127.020559,1.0,0.0,0.0,39
1741,8,0.0,1.0,1.0,37.49753,127.031553,1.0,0.0,0.0,88
1742,10,3.0,2.0,2.0,37.537335,126.969137,1.0,0.0,0.0,131
1743,2,1.0,1.0,2.0,37.574837,126.988807,0.0,1.0,0.0,38
1745,2,1.0,1.0,3.0,37.563322,127.008148,1.0,0.0,0.0,37
1746,4,1.0,0.0,1.0,37.549791,126.920065,0.0,0.0,1.0,18
1747,2,1.0,0.0,1.0,37.548525,126.922177,0.0,1.0,0.0,35
1748,2,1.0,1.0,3.0,37.567442,127.022698,1.0,0.0,0.0,62
1749,2,1.0,1.0,2.0,37.560002,127.008741,1.0,0.0,0.0,60
1750,2,1.0,1.0,1.0,37.559982,126.929287,0.0,1.0,0.0,52
1752,6,2.0,1.0,1.0,37.555565,126.970526,1.0,0.0,0.0,70
1754,2,1.0,1.0,5.0,37.463804,126.935743,1.0,0.0,0.0,15
1755,5,1.0,1.0,1.0,37.577671,126.967622,0.0,1.0,0.0,70
1756,3,1.0,1.0,3.0,37.541499,127.068303,1.0,0.0,0.0,56
1757,5,2.0,1.0,2.0,37.487594,127.031591,1.0,0.0,0.0,88
1758,5,2.0,0.0,2.0,37.587395,126.969197,1.0,0.0,0.0,123
1759,5,2.0,0.0,2.0,37.585863,126.969166,1.0,0.0,0.0,123
1761,3,1.0,1.0,3.0,37.553862,126.969491,1.0,0.0,0.0,55
1762,3,1.0,1.0,3.0,37.553324,126.966848,1.0,0.0,0.0,57
1764,3,1.0,1.0,1.0,37.581583,126.970655,0.0,1.0,0.0,88
1765,4,1.0,2.0,2.0,37.563225,126.922862,0.0,0.0,1.0,21
1768,3,0.0,2.0,3.0,37.505481,127.056603,1.0,0.0,0.0,155
1769,3,1.0,1.0,2.0,37.557328,126.928608,1.0,0.0,0.0,77
1770,2,0.0,1.0,4.0,37.582157,126.996865,1.0,0.0,0.0,65
1771,4,1.0,1.0,1.0,37.568286,126.988122,0.0,0.0,1.0,15
1772,6,2.0,1.0,2.0,37.573484,126.973375,1.0,0.0,0.0,89
1773,7,2.0,1.0,0.0,37.555654,126.970051,1.0,0.0,0.0,109
1774,3,1.0,1.0,2.0,37.566792,127.004561,1.0,0.0,0.0,53
1775,2,1.0,1.0,1.0,37.563109,126.978831,0.0,1.0,0.0,43
1776,6,1.0,1.0,1.0,37.569052,126.988202,0.0,0.0,1.0,11
1778,1,1.0,1.0,1.0,37.562462,126.813526,0.0,1.0,0.0,30
1780,10,1.0,2.0,1.0,37.549362,126.943751,0.0,0.0,1.0,18
1781,1,1.0,0.0,3.0,37.56158,126.923193,0.0,1.0,0.0,28
1782,7,3.0,1.0,3.0,37.555317,126.928497,1.0,0.0,0.0,124
1783,2,1.0,1.0,3.0,37.525934,127.000598,1.0,0.0,0.0,27
1784,3,1.0,1.0,4.0,37.558284,126.92722,1.0,0.0,0.0,55
1786,2,1.0,1.0,1.0,37.492722,127.027446,1.0,0.0,0.0,124
1788,2,1.0,1.0,1.0,37.55549,126.921679,0.0,1.0,0.0,30
1789,3,1.0,0.0,3.0,37.533167,126.904289,1.0,0.0,0.0,52
1790,2,1.0,1.0,3.0,37.465672,127.034898,1.0,0.0,0.0,57
1793,1,1.0,1.0,1.0,37.50941,127.090004,0.0,1.0,0.0,36
1794,5,1.0,1.0,1.0,37.571467,126.982022,1.0,0.0,0.0,50
1795,2,1.0,1.0,1.0,37.574989,126.984632,1.0,0.0,0.0,61
1796,3,1.0,1.0,2.0,37.558705,126.984954,0.0,1.0,0.0,55
1797,2,1.0,1.0,2.0,37.519884,127.04097,1.0,0.0,0.0,44
1800,4,1.0,1.0,2.0,37.557318,126.928752,1.0,0.0,0.0,77
1802,2,1.0,0.0,2.0,37.559727,126.928382,0.0,1.0,0.0,48
1805,4,1.0,1.0,1.0,37.511286,127.098005,1.0,0.0,0.0,22
1806,3,1.0,1.0,2.0,37.560529,126.964074,1.0,0.0,0.0,80
1807,4,1.0,1.0,2.0,37.556982,126.923331,1.0,0.0,0.0,83
1808,6,1.0,0.0,1.0,37.585165,126.996787,0.0,0.0,1.0,13
1809,4,1.0,1.0,1.0,37.553271,126.940834,1.0,0.0,0.0,22
1810,4,0.0,1.0,2.0,37.554493,126.97159,1.0,0.0,0.0,44
1811,3,1.0,1.0,2.0,37.554066,126.97168,1.0,0.0,0.0,54
1812,3,1.0,1.0,1.0,37.558368,126.964316,1.0,0.0,0.0,54
1813,6,1.0,1.0,1.0,37.599681,126.918683,1.0,0.0,0.0,56
1814,2,1.0,0.0,1.0,37.558967,126.923557,0.0,1.0,0.0,18
1816,1,1.0,1.0,3.0,37.575299,126.93474,0.0,1.0,0.0,31
1817,8,1.0,2.0,1.0,37.552118,126.92868,0.0,1.0,0.0,130
1818,6,1.0,1.0,1.0,37.562195,126.924865,0.0,0.0,1.0,24
1819,6,1.0,1.0,1.0,37.561738,126.925096,0.0,0.0,1.0,24
1820,2,1.0,1.0,1.0,37.562469,126.924855,0.0,1.0,0.0,61
1823,6,0.0,1.0,2.0,37.551321,126.967295,1.0,0.0,0.0,88
1824,2,1.0,1.0,2.0,37.533437,126.993058,1.0,0.0,0.0,73
1825,1,1.0,1.0,3.0,37.514451,126.924748,0.0,1.0,0.0,26
1826,3,0.0,1.0,1.0,37.556522,126.923653,1.0,0.0,0.0,74
1827,4,1.0,1.0,1.0,37.575414,126.984691,1.0,0.0,0.0,69
1830,8,2.0,1.0,3.0,37.553205,126.971592,1.0,0.0,0.0,148
1831,3,0.0,0.0,1.0,37.556545,126.92353,1.0,0.0,0.0,74
1832,3,0.0,1.0,1.0,37.557095,126.925474,1.0,0.0,0.0,66
1833,3,0.0,1.0,2.0,37.558316,126.92318,1.0,0.0,0.0,66
1834,3,0.0,1.0,2.0,37.557317,126.923463,1.0,0.0,0.0,74
1835,4,0.0,1.0,2.0,37.558432,126.925224,1.0,0.0,0.0,83
1837,1,1.0,1.0,3.0,37.575155,126.933475,0.0,1.0,0.0,29
1839,6,2.0,1.0,2.0,37.559881,126.990203,1.0,0.0,0.0,88
1843,6,2.0,1.0,2.0,37.554748,126.966182,1.0,0.0,0.0,132
1844,2,1.0,1.0,5.0,37.556749,126.915143,1.0,0.0,0.0,33
1845,2,1.0,1.0,1.0,37.579057,126.970403,0.0,1.0,0.0,53
1846,4,1.0,1.0,1.0,37.561437,126.922344,1.0,0.0,0.0,55
1847,2,1.0,1.0,2.0,37.518967,127.027841,0.0,1.0,0.0,45
1848,4,0.0,1.0,2.0,37.554489,126.969215,1.0,0.0,0.0,44
1849,2,1.0,1.0,1.0,37.579602,126.982951,1.0,0.0,0.0,140
1850,7,2.0,1.0,2.0,37.574007,126.973883,1.0,0.0,0.0,69
1852,2,1.0,1.0,3.0,37.550448,126.960047,0.0,1.0,0.0,31
1853,5,0.0,1.0,2.0,37.567169,126.977303,1.0,0.0,0.0,64
1854,3,0.0,1.0,2.0,37.556789,126.926483,1.0,0.0,0.0,30
1856,2,1.0,1.0,1.0,37.549227,126.940489,1.0,0.0,0.0,79
1857,6,2.0,1.0,1.0,37.555892,126.96948,1.0,0.0,0.0,70
1858,2,1.0,1.0,1.0,37.498563,127.03486,1.0,0.0,0.0,39
1860,10,2.0,1.0,1.0,37.574491,126.973838,1.0,0.0,0.0,88
1864,3,1.0,1.0,2.0,37.504459,127.04965,1.0,0.0,0.0,57
1866,5,2.0,1.0,1.0,37.554657,126.967999,1.0,0.0,0.0,64
1867,5,2.0,1.0,2.0,37.563808,127.011495,1.0,0.0,0.0,60
1869,4,1.0,1.0,2.0,37.554915,126.868782,0.0,1.0,0.0,36
1870,3,0.0,1.0,2.0,37.519007,127.024367,1.0,0.0,0.0,49
1872,2,1.0,1.0,4.0,37.558867,126.984604,0.0,1.0,0.0,57
1873,3,0.0,1.0,2.0,37.557104,126.926504,1.0,0.0,0.0,52
1874,1,1.0,5.0,1.0,37.55789,126.942095,0.0,1.0,0.0,32
1875,2,1.0,1.0,7.0,37.560507,127.026236,0.0,1.0,0.0,23
1877,2,1.0,5.0,1.0,37.558454,126.942601,0.0,1.0,0.0,48
1882,5,1.0,1.0,1.0,37.558448,126.92582,1.0,0.0,0.0,72
1883,3,0.0,1.0,2.0,37.566532,127.022874,1.0,0.0,0.0,55
1884,5,2.0,1.0,1.0,37.50761,127.097323,1.0,0.0,0.0,108
1887,2,1.0,1.0,1.0,37.565936,126.992769,0.0,1.0,0.0,42
1888,2,1.0,1.0,2.0,37.538633,127.077519,1.0,0.0,0.0,38
1889,6,0.0,1.0,2.0,37.556112,126.92214,1.0,0.0,0.0,75
1893,1,1.0,1.0,1.0,37.522948,127.046003,1.0,0.0,0.0,148
1894,2,1.0,1.0,2.0,37.547241,126.91362,0.0,1.0,0.0,22
1895,3,1.0,1.0,2.0,37.566071,127.006651,1.0,0.0,0.0,57
1898,2,1.0,1.0,1.0,37.47779,126.973447,0.0,1.0,0.0,23
1903,1,1.0,0.0,5.0,37.553136,127.00627,0.0,1.0,0.0,21
1904,7,1.0,1.0,4.0,37.556189,126.968741,1.0,0.0,0.0,76
1905,2,1.0,1.0,1.0,37.562162,126.986133,0.0,1.0,0.0,45
1907,3,1.0,1.0,2.0,37.564989,126.99138,0.0,1.0,0.0,57
1908,4,1.0,1.0,2.0,37.564118,126.993016,0.0,1.0,0.0,60
1909,10,2.0,2.0,1.0,37.55567,126.969845,1.0,0.0,0.0,57
1912,4,1.0,1.0,1.0,37.506163,127.104004,0.0,0.0,1.0,15
1914,6,2.0,1.0,2.0,37.554021,126.969858,1.0,0.0,0.0,57
1917,2,1.0,1.0,5.0,37.464058,126.937523,0.0,1.0,0.0,15
1918,2,1.0,1.0,5.0,37.465455,126.937774,1.0,0.0,0.0,15
1924,10,3.0,2.0,2.0,37.568123,126.984797,1.0,0.0,0.0,96
1927,1,1.0,0.0,1.0,37.559179,126.986255,0.0,1.0,0.0,39
1928,2,1.0,0.0,1.0,37.559729,126.984063,0.0,1.0,0.0,47
1929,2,1.0,0.0,1.0,37.558606,126.986082,0.0,1.0,0.0,55
1931,3,1.0,0.0,1.0,37.558629,126.984378,0.0,1.0,0.0,63
1932,3,1.0,1.0,1.0,37.558404,126.984309,0.0,1.0,0.0,71
1934,2,1.0,1.0,4.0,37.569558,127.050209,1.0,0.0,0.0,55
1935,6,0.0,2.0,2.0,37.559261,126.98424,1.0,0.0,0.0,157
1937,16,0.0,1.0,2.0,37.553836,126.969531,1.0,0.0,0.0,98
1938,7,1.0,2.0,1.0,37.558418,126.924105,0.0,0.0,1.0,10
1941,7,3.0,0.0,2.0,37.576448,126.896922,1.0,0.0,0.0,124
1943,6,2.0,1.0,2.0,37.573702,126.973109,1.0,0.0,0.0,53
1944,2,1.0,1.0,2.0,37.579017,126.890285,0.0,1.0,0.0,40
1945,15,5.0,2.0,3.0,37.543641,126.987581,1.0,0.0,0.0,225
1946,4,2.0,1.0,4.0,37.556317,126.92792,1.0,0.0,0.0,52
1947,4,2.0,1.0,4.0,37.558197,126.926027,1.0,0.0,0.0,52
1949,6,0.0,1.0,2.0,37.557641,126.924129,1.0,0.0,0.0,77
1950,4,0.0,1.0,1.0,37.563953,126.982765,1.0,0.0,0.0,59
1953,2,0.0,1.0,2.0,37.498083,127.034532,1.0,0.0,0.0,56
1954,4,0.0,1.0,1.0,37.56254,126.984497,1.0,0.0,0.0,61
1956,2,1.0,1.0,2.0,37.50725,127.104576,0.0,1.0,0.0,29
1957,3,0.0,1.0,2.0,37.559522,126.925325,1.0,0.0,0.0,50
1958,8,3.0,2.0,1.0,37.511277,127.038561,1.0,0.0,0.0,87
1959,4,1.0,1.0,1.0,37.564533,126.985602,0.0,0.0,1.0,109
1960,3,0.0,1.0,1.0,37.562068,126.989906,1.0,0.0,0.0,52
1961,5,2.0,1.0,2.0,37.573936,127.025103,1.0,0.0,0.0,67
1962,5,2.0,1.0,2.0,37.575296,127.026226,1.0,0.0,0.0,67
1963,2,1.0,1.0,3.0,37.563379,127.026286,0.0,1.0,0.0,33
1964,6,0.0,1.0,1.0,37.555302,126.968824,1.0,0.0,0.0,65
1965,6,1.0,1.0,1.0,37.568093,126.987878,0.0,0.0,1.0,11
1966,2,1.0,1.0,2.0,37.565897,127.023654,1.0,0.0,0.0,45
1967,3,1.0,1.0,1.0,37.541109,126.987528,0.0,1.0,0.0,45
1968,2,1.0,1.0,2.0,37.565741,127.022832,1.0,0.0,0.0,47
1971,1,1.0,1.0,1.0,37.547768,127.091368,0.0,1.0,0.0,13
1975,6,1.0,1.0,1.0,37.55227,126.921771,0.0,0.0,1.0,15
1977,4,0.0,1.0,1.0,37.569946,126.980282,1.0,0.0,0.0,46
1979,2,0.0,1.0,4.0,37.557705,126.946282,1.0,0.0,0.0,52
1982,4,1.0,1.0,1.0,37.56942,126.986786,0.0,0.0,1.0,61
1984,4,1.0,1.0,1.0,37.559292,126.925144,1.0,0.0,0.0,50
1985,5,2.0,1.0,3.0,37.537335,127.001098,1.0,0.0,0.0,78
1988,6,1.0,2.0,1.0,37.516405,127.047107,0.0,0.0,1.0,26
1989,2,1.0,1.0,3.0,37.496667,127.031006,1.0,0.0,0.0,75
1990,5,1.0,1.0,2.0,37.558146,126.925329,1.0,0.0,0.0,70
1991,6,2.0,1.0,2.0,37.580402,126.988284,1.0,0.0,0.0,165
1993,3,1.0,1.0,3.0,37.519288,126.903927,1.0,0.0,0.0,41
1994,7,1.0,1.0,2.0,37.54644,126.951889,1.0,0.0,0.0,61
1996,4,1.0,2.0,1.0,37.50533,127.061096,0.0,0.0,1.0,30
1997,2,1.0,2.0,1.0,37.51794,127.046969,0.0,0.0,1.0,34
1998,2,0.0,1.0,3.0,37.567946,127.051503,1.0,0.0,0.0,55
1999,4,1.0,1.0,0.0,37.498366,127.028989,1.0,0.0,0.0,72
2000,2,1.0,1.0,1.0,37.562676,126.921481,0.0,1.0,0.0,52
